"","Event","SampleDate","Type","Treatment","Rep","ZP_Dens_num_L","Phyto_grp","Final_chl_ugL","Initial_chl_ugL"
"895","Late June 2021",2021-06-29,"MESO",1,"2",1,"Yellow Subst.",0.2415,0.2205
"896","Late June 2021",2021-06-29,"MICRO",1,"2",1,"Bluegreen",0.2965,0.0895
"897","Late June 2021",2021-06-29,"MICRO",1,"2",1,"Cryptophyta",0.0505,0.003
"898","Late June 2021",2021-06-29,"MICRO",1,"2",1,"Diatoms",11.593,6.5735
"899","Late June 2021",2021-06-29,"MICRO",1,"2",1,"Green Algae",9.613,5.1265
"900","Late June 2021",2021-06-29,"MICRO",1,"2",1,"Yellow Subst.",0.119,0.124
"901","Late June 2021",2021-06-29,"MESO",1,"3",1,"Bluegreen",0.2455,0.0285
"902","Late June 2021",2021-06-29,"MESO",1,"3",1,"Cryptophyta",0.0025,0.0075
"903","Late June 2021",2021-06-29,"MESO",1,"3",1,"Diatoms",7.9295,4.8825
"904","Late June 2021",2021-06-29,"MESO",1,"3",1,"Green Algae",6.6365,4.527
"905","Late June 2021",2021-06-29,"MESO",1,"3",1,"Yellow Subst.",0.227,0.2095
"906","Late June 2021",2021-06-29,"MICRO",1,"3",1,"Bluegreen",0.503,5e-04
"907","Late June 2021",2021-06-29,"MICRO",1,"3",1,"Cryptophyta",1.162,0
"908","Late June 2021",2021-06-29,"MICRO",1,"3",1,"Diatoms",10.944,6.67
"909","Late June 2021",2021-06-29,"MICRO",1,"3",1,"Green Algae",9.8175,5.05
"910","Late June 2021",2021-06-29,"MICRO",1,"3",1,"Yellow Subst.",0.118,0.157
"911","Late June 2021",2021-06-29,"MESO",1,"4",1,"Bluegreen",0.239,0.0295
"912","Late June 2021",2021-06-29,"MESO",1,"4",1,"Cryptophyta",0.0705,5e-04
"913","Late June 2021",2021-06-29,"MESO",1,"4",1,"Diatoms",9.5305,4.712
"914","Late June 2021",2021-06-29,"MESO",1,"4",1,"Green Algae",8.6,4.428
"915","Late June 2021",2021-06-29,"MESO",1,"4",1,"Yellow Subst.",0.2895,0.219
"916","Late June 2021",2021-06-29,"MICRO",1,"4",1,"Bluegreen",0.4605,0.008
"917","Late June 2021",2021-06-29,"MICRO",1,"4",1,"Cryptophyta",0.008,0
"918","Late June 2021",2021-06-29,"MICRO",1,"4",1,"Diatoms",11.8715,6.494
"919","Late June 2021",2021-06-29,"MICRO",1,"4",1,"Green Algae",9.774,4.855
"920","Late June 2021",2021-06-29,"MICRO",1,"4",1,"Yellow Subst.",0.189,0.159
"921","Late June 2021",2021-06-29,"MESO",4,"1",4,"Bluegreen",0.269,0.031
"922","Late June 2021",2021-06-29,"MESO",4,"1",4,"Cryptophyta",5e-04,0.004
"923","Late June 2021",2021-06-29,"MESO",4,"1",4,"Diatoms",8.166,4.5385
"924","Late June 2021",2021-06-29,"MESO",4,"1",4,"Green Algae",5.9945,4.108
"925","Late June 2021",2021-06-29,"MESO",4,"1",4,"Yellow Subst.",0.2625,0.175
"926","Late June 2021",2021-06-29,"MESO",4,"2",4,"Bluegreen",0.2265,0.095
"927","Late June 2021",2021-06-29,"MESO",4,"2",4,"Cryptophyta",0.008,0.0655
"928","Late June 2021",2021-06-29,"MESO",4,"2",4,"Diatoms",9.331,4.829
"929","Late June 2021",2021-06-29,"MESO",4,"2",4,"Green Algae",7.534,4.207
"930","Late June 2021",2021-06-29,"MESO",4,"2",4,"Yellow Subst.",0.2945,0.2555
"931","Late June 2021",2021-06-29,"MESO",4,"3",4,"Bluegreen",0.2735,0.079
"932","Late June 2021",2021-06-29,"MESO",4,"3",4,"Cryptophyta",0.0015,0.1285
"933","Late June 2021",2021-06-29,"MESO",4,"3",4,"Diatoms",8.41,4.932
"934","Late June 2021",2021-06-29,"MESO",4,"3",4,"Green Algae",7.2,4.414
"935","Late June 2021",2021-06-29,"MESO",4,"3",4,"Yellow Subst.",0.2335,0.245
"936","Late June 2021",2021-06-29,"MESO",4,"4",4,"Bluegreen",0.316,0.0995
"937","Late June 2021",2021-06-29,"MESO",4,"4",4,"Cryptophyta",0.0175,0.0045
"938","Late June 2021",2021-06-29,"MESO",4,"4",4,"Diatoms",8.1715,4.583
"939","Late June 2021",2021-06-29,"MESO",4,"4",4,"Green Algae",NA,4.352
"940","Late June 2021",2021-06-29,"MESO",4,"4",4,"Yellow Subst.",0.2255,0.18
"941","Late June 2021",2021-06-29,"MESO",8,"1",8,"Bluegreen",0.3615,0.0825
"942","Late June 2021",2021-06-29,"MESO",8,"1",8,"Cryptophyta",0,0.0085
"943","Late June 2021",2021-06-29,"MESO",8,"1",8,"Diatoms",8.0205,4.886
"944","Late June 2021",2021-06-29,"MESO",8,"1",8,"Green Algae",5.963,4.267
"945","Late June 2021",2021-06-29,"MESO",8,"1",8,"Yellow Subst.",0.264,0.176
"946","Late June 2021",2021-06-29,"MESO",8,"2",8,"Bluegreen",0.2715,0.0885
"947","Late June 2021",2021-06-29,"MESO",8,"2",8,"Cryptophyta",0.003,0
"948","Late June 2021",2021-06-29,"MESO",8,"2",8,"Diatoms",7.747,4.9205
"949","Late June 2021",2021-06-29,"MESO",8,"2",8,"Green Algae",5.764,4.1375
"950","Late June 2021",2021-06-29,"MESO",8,"2",8,"Yellow Subst.",0.227,0.206
"951","Late June 2021",2021-06-29,"MESO",8,"3",8,"Bluegreen",0.3125,0.0975
"952","Late June 2021",2021-06-29,"MESO",8,"3",8,"Cryptophyta",0.0125,0.0235
"953","Late June 2021",2021-06-29,"MESO",8,"3",8,"Diatoms",8.8065,4.8305
"954","Late June 2021",2021-06-29,"MESO",8,"3",8,"Green Algae",7.061,4.213
"955","Late June 2021",2021-06-29,"MESO",8,"3",8,"Yellow Subst.",0.2805,0.2025
"956","Late June 2021",2021-06-29,"MESO",8,"4",8,"Bluegreen",0.274,0.0765
"957","Late June 2021",2021-06-29,"MESO",8,"4",8,"Cryptophyta",0.0225,0.0345
"958","Late June 2021",2021-06-29,"MESO",8,"4",8,"Diatoms",10.399,4.913
"959","Late June 2021",2021-06-29,"MESO",8,"4",8,"Green Algae",8.271,4.1795
"960","Late June 2021",2021-06-29,"MESO",8,"4",8,"Yellow Subst.",0.3395,0.215
"961","Late May 2021",2021-05-17,"MESO",0,"1",0,"Bluegreen",0,0
"962","Late May 2021",2021-05-17,"MESO",0,"1",0,"Cryptophyta",0,0
"963","Late May 2021",2021-05-17,"MESO",0,"1",0,"Diatoms",39.385,21.673
"964","Late May 2021",2021-05-17,"MESO",0,"1",0,"Green Algae",16.853,8.7835
"965","Late May 2021",2021-05-17,"MESO",0,"1",0,"Yellow Subst.",0.0025,0.327
"966","Late May 2021",2021-05-17,"MESO",0,"2",0,"Bluegreen",0,0
"967","Late May 2021",2021-05-17,"MESO",0,"2",0,"Cryptophyta",0,0
"968","Late May 2021",2021-05-17,"MESO",0,"2",0,"Diatoms",38.987,22.0135
"969","Late May 2021",2021-05-17,"MESO",0,"2",0,"Green Algae",16.8025,8.875
"970","Late May 2021",2021-05-17,"MESO",0,"2",0,"Yellow Subst.",0.081,0.301
"971","Late May 2021",2021-05-17,"MESO",0,"3",0,"Bluegreen",0,0
"972","Late May 2021",2021-05-17,"MESO",0,"3",0,"Cryptophyta",0,0
"973","Late May 2021",2021-05-17,"MESO",0,"3",0,"Diatoms",36.6425,21.838
"974","Late May 2021",2021-05-17,"MESO",0,"3",0,"Green Algae",16.163,8.301
"975","Late May 2021",2021-05-17,"MESO",0,"3",0,"Yellow Subst.",0.1325,0.425
"976","Late May 2021",2021-05-17,"MESO",0,"4",0,"Bluegreen",0,0
"977","Late May 2021",2021-05-17,"MESO",0,"4",0,"Cryptophyta",0,0
"978","Late May 2021",2021-05-17,"MESO",0,"4",0,"Diatoms",36.3075,20.778
"979","Late May 2021",2021-05-17,"MESO",0,"4",0,"Green Algae",15.183,8.5355
"980","Late May 2021",2021-05-17,"MESO",0,"4",0,"Yellow Subst.",0.1705,0.412
"981","Late May 2021",2021-05-17,"MICRO",0.25,"1",NA,"Bluegreen",0,0
"982","Late May 2021",2021-05-17,"MICRO",0.25,"1",NA,"Cryptophyta",0,0
"983","Late May 2021",2021-05-17,"MICRO",0.25,"1",NA,"Diatoms",7.128,5.659
"984","Late May 2021",2021-05-17,"MICRO",0.25,"1",NA,"Green Algae",2.6975,2.0345
"985","Late May 2021",2021-05-17,"MICRO",0.25,"1",NA,"Yellow Subst.",1.132,1.1275
"986","Late May 2021",2021-05-17,"MICRO",0.25,"2",NA,"Bluegreen",0,0
"987","Late May 2021",2021-05-17,"MICRO",0.25,"2",NA,"Cryptophyta",0,0
"988","Late May 2021",2021-05-17,"MICRO",0.25,"2",NA,"Diatoms",7.9495,5.275
"989","Late May 2021",2021-05-17,"MICRO",0.25,"2",NA,"Green Algae",2.9075,2.176
"990","Late May 2021",2021-05-17,"MICRO",0.25,"2",NA,"Yellow Subst.",0.9975,1.0205
"991","Late May 2021",2021-05-17,"MICRO",0.25,"3",NA,"Bluegreen",0,0
"992","Late May 2021",2021-05-17,"MICRO",0.25,"3",NA,"Cryptophyta",0,0
"993","Late May 2021",2021-05-17,"MICRO",0.25,"3",NA,"Diatoms",9.2665,5.273
"994","Late May 2021",2021-05-17,"MICRO",0.25,"3",NA,"Green Algae",3.3345,2.2165
"995","Late May 2021",2021-05-17,"MICRO",0.25,"3",NA,"Yellow Subst.",0.964,1.0215
"996","Late May 2021",2021-05-17,"MICRO",0.25,"4",NA,"Bluegreen",0,0
"997","Late May 2021",2021-05-17,"MICRO",0.25,"4",NA,"Cryptophyta",0,0
"998","Late May 2021",2021-05-17,"MICRO",0.25,"4",NA,"Diatoms",8.6745,5.7095
"999","Late May 2021",2021-05-17,"MICRO",0.25,"4",NA,"Green Algae",3.082,2.2515
"1000","Late May 2021",2021-05-17,"MICRO",0.25,"4",NA,"Yellow Subst.",0.927,1.13
"1001","Late May 2021",2021-05-17,"MICRO",0.5,"1",NA,"Bluegreen",0,0
"1002","Late May 2021",2021-05-17,"MICRO",0.5,"1",NA,"Cryptophyta",0,0
"1003","Late May 2021",2021-05-17,"MICRO",0.5,"1",NA,"Diatoms",16.1625,11.699
"1004","Late May 2021",2021-05-17,"MICRO",0.5,"1",NA,"Green Algae",5.569,4.111
"1005","Late May 2021",2021-05-17,"MICRO",0.5,"1",NA,"Yellow Subst.",0.739,1.013
"1006","Late May 2021",2021-05-17,"MICRO",0.5,"2",NA,"Bluegreen",0,0
"1007","Late May 2021",2021-05-17,"MICRO",0.5,"2",NA,"Cryptophyta",0,0
"1008","Late May 2021",2021-05-17,"MICRO",0.5,"2",NA,"Diatoms",16.608,10.7745
"1009","Late May 2021",2021-05-17,"MICRO",0.5,"2",NA,"Green Algae",6.3745,3.987
"1010","Late May 2021",2021-05-17,"MICRO",0.5,"2",NA,"Yellow Subst.",0.7,0.9565
"1011","Late May 2021",2021-05-17,"MICRO",0.5,"3",NA,"Bluegreen",0,0
"1012","Late May 2021",2021-05-17,"MICRO",0.5,"3",NA,"Cryptophyta",0,0
"1013","Late May 2021",2021-05-17,"MICRO",0.5,"3",NA,"Diatoms",16.785,10.722
"1014","Late May 2021",2021-05-17,"MICRO",0.5,"3",NA,"Green Algae",6.523,4.035
"1015","Late May 2021",2021-05-17,"MICRO",0.5,"3",NA,"Yellow Subst.",0.632,0.9205
"1016","Late May 2021",2021-05-17,"MICRO",0.5,"4",NA,"Bluegreen",0,0
"1017","Late May 2021",2021-05-17,"MICRO",0.5,"4",NA,"Cryptophyta",0,0
"1018","Late May 2021",2021-05-17,"MICRO",0.5,"4",NA,"Diatoms",17.3225,10.6025
"1019","Late May 2021",2021-05-17,"MICRO",0.5,"4",NA,"Green Algae",6.257,4.3535
"1020","Late May 2021",2021-05-17,"MICRO",0.5,"4",NA,"Yellow Subst.",0.7025,0.853
"1021","Late May 2021",2021-05-17,"MICRO",0.75,"1",NA,"Bluegreen",0,0
"1022","Late May 2021",2021-05-17,"MICRO",0.75,"1",NA,"Cryptophyta",0,0
"1023","Late May 2021",2021-05-17,"MICRO",0.75,"1",NA,"Diatoms",29.6205,18.012
"1024","Late May 2021",2021-05-17,"MICRO",0.75,"1",NA,"Green Algae",10.585,7.063
"1025","Late May 2021",2021-05-17,"MICRO",0.75,"1",NA,"Yellow Subst.",0.3805,0.6
"1026","Late May 2021",2021-05-17,"MICRO",0.75,"2",NA,"Bluegreen",0,0
"1027","Late May 2021",2021-05-17,"MICRO",0.75,"2",NA,"Cryptophyta",0,0
"1028","Late May 2021",2021-05-17,"MICRO",0.75,"2",NA,"Diatoms",28.821,17.8815
"1029","Late May 2021",2021-05-17,"MICRO",0.75,"2",NA,"Green Algae",10.54,7.0455
"1030","Late May 2021",2021-05-17,"MICRO",0.75,"2",NA,"Yellow Subst.",0.3055,0.5755
"1031","Late May 2021",2021-05-17,"MICRO",0.75,"3",NA,"Bluegreen",0,0
"1032","Late May 2021",2021-05-17,"MICRO",0.75,"3",NA,"Cryptophyta",0,0
"1033","Late May 2021",2021-05-17,"MICRO",0.75,"3",NA,"Diatoms",29.6525,17.9295
"1034","Late May 2021",2021-05-17,"MICRO",0.75,"3",NA,"Green Algae",10.462,6.9045
"1035","Late May 2021",2021-05-17,"MICRO",0.75,"3",NA,"Yellow Subst.",0.3455,0.6075
"1036","Late May 2021",2021-05-17,"MICRO",0.75,"4",NA,"Bluegreen",0,0
"1037","Late May 2021",2021-05-17,"MICRO",0.75,"4",NA,"Cryptophyta",0,0
"1038","Late May 2021",2021-05-17,"MICRO",0.75,"4",NA,"Diatoms",29.3865,17.395
"1039","Late May 2021",2021-05-17,"MICRO",0.75,"4",NA,"Green Algae",10.445,6.981
"1040","Late May 2021",2021-05-17,"MICRO",0.75,"4",NA,"Yellow Subst.",0.3035,0.5925
"1041","Late May 2021",2021-05-17,"MESO",1,"1",1,"Bluegreen",0,0
"1042","Late May 2021",2021-05-17,"MESO",1,"1",1,"Cryptophyta",0,0
"1043","Late May 2021",2021-05-17,"MESO",1,"1",1,"Diatoms",36.3975,18.0175
"1044","Late May 2021",2021-05-17,"MESO",1,"1",1,"Green Algae",15.67,9.5935
"1045","Late May 2021",2021-05-17,"MESO",1,"1",1,"Yellow Subst.",0.022,0.328
"1046","Late May 2021",2021-05-17,"MICRO",1,"1",1,"Bluegreen",0,0
"1047","Late May 2021",2021-05-17,"MICRO",1,"1",1,"Cryptophyta",0,0
"1048","Late May 2021",2021-05-17,"MICRO",1,"1",1,"Diatoms",39.047,25.517
"1049","Late May 2021",2021-05-17,"MICRO",1,"1",1,"Green Algae",14.1225,9.56
"1050","Late May 2021",2021-05-17,"MICRO",1,"1",1,"Yellow Subst.",0,0.2755
"1051","Late May 2021",2021-05-17,"MESO",1,"2",1,"Bluegreen",0,0
"1052","Late May 2021",2021-05-17,"MESO",1,"2",1,"Cryptophyta",0,0
"1053","Late May 2021",2021-05-17,"MESO",1,"2",1,"Diatoms",35.6865,18.345
"1054","Late May 2021",2021-05-17,"MESO",1,"2",1,"Green Algae",15.2685,9.09
"1055","Late May 2021",2021-05-17,"MESO",1,"2",1,"Yellow Subst.",0.039,0.376
"1056","Late May 2021",2021-05-17,"MICRO",1,"2",1,"Bluegreen",0,0
"1057","Late May 2021",2021-05-17,"MICRO",1,"2",1,"Cryptophyta",0,0
"1058","Late May 2021",2021-05-17,"MICRO",1,"2",1,"Diatoms",39.3635,25.6385
"1059","Late May 2021",2021-05-17,"MICRO",1,"2",1,"Green Algae",14.2735,9.5415
"1060","Late May 2021",2021-05-17,"MICRO",1,"2",1,"Yellow Subst.",0,0.2795
"1061","Late May 2021",2021-05-17,"MESO",1,"3",1,"Bluegreen",0,0
"1062","Late May 2021",2021-05-17,"MESO",1,"3",1,"Cryptophyta",0,0
"1063","Late May 2021",2021-05-17,"MESO",1,"3",1,"Diatoms",37.3475,18.2705
"1064","Late May 2021",2021-05-17,"MESO",1,"3",1,"Green Algae",16.9085,9.3615
"1065","Late May 2021",2021-05-17,"MESO",1,"3",1,"Yellow Subst.",0.004,0.3745
"1066","Late May 2021",2021-05-17,"MICRO",1,"3",1,"Bluegreen",0,0
"1067","Late May 2021",2021-05-17,"MICRO",1,"3",1,"Cryptophyta",0,0
"1068","Late May 2021",2021-05-17,"MICRO",1,"3",1,"Diatoms",39.91,27.029
"1069","Late May 2021",2021-05-17,"MICRO",1,"3",1,"Green Algae",14.4235,10.0925
"1070","Late May 2021",2021-05-17,"MICRO",1,"3",1,"Yellow Subst.",0,0.2715
"1071","Late May 2021",2021-05-17,"MESO",1,"4",1,"Bluegreen",0,0
"1072","Late May 2021",2021-05-17,"MESO",1,"4",1,"Cryptophyta",0,0
"1073","Late May 2021",2021-05-17,"MESO",1,"4",1,"Diatoms",36.2295,18.273
"1074","Late May 2021",2021-05-17,"MESO",1,"4",1,"Green Algae",16.7415,9.174
"1075","Late May 2021",2021-05-17,"MESO",1,"4",1,"Yellow Subst.",0.045,0.396
"1076","Late May 2021",2021-05-17,"MICRO",1,"4",1,"Bluegreen",0,0
"1077","Late May 2021",2021-05-17,"MICRO",1,"4",1,"Cryptophyta",0,0
"1078","Late May 2021",2021-05-17,"MICRO",1,"4",1,"Diatoms",40.9375,24.851
"1079","Late May 2021",2021-05-17,"MICRO",1,"4",1,"Green Algae",14.5435,9.714
"1080","Late May 2021",2021-05-17,"MICRO",1,"4",1,"Yellow Subst.",0,0.3055
"1081","Late May 2021",2021-05-17,"MESO",2,"1",2,"Bluegreen",0,0
"1082","Late May 2021",2021-05-17,"MESO",2,"1",2,"Cryptophyta",0,0
"1083","Late May 2021",2021-05-17,"MESO",2,"1",2,"Diatoms",43.663,23.9435
"1084","Late May 2021",2021-05-17,"MESO",2,"1",2,"Green Algae",17.318,11.0675
"1085","Late May 2021",2021-05-17,"MESO",2,"1",2,"Yellow Subst.",0,0.464
"1086","Late May 2021",2021-05-17,"MESO",2,"2",2,"Bluegreen",0,0
"1087","Late May 2021",2021-05-17,"MESO",2,"2",2,"Cryptophyta",0,0
"1088","Late May 2021",2021-05-17,"MESO",2,"2",2,"Diatoms",46.5435,24.325
"1089","Late May 2021",2021-05-17,"MESO",2,"2",2,"Green Algae",19.5525,10.982
"1090","Late May 2021",2021-05-17,"MESO",2,"2",2,"Yellow Subst.",0,0.493
"1091","Late May 2021",2021-05-17,"MESO",2,"3",2,"Bluegreen",0,0
"1092","Late May 2021",2021-05-17,"MESO",2,"3",2,"Cryptophyta",0,0
"1093","Late May 2021",2021-05-17,"MESO",2,"3",2,"Diatoms",41.5275,24.247
"1094","Late May 2021",2021-05-17,"MESO",2,"3",2,"Green Algae",16.709,10.8385
"1095","Late May 2021",2021-05-17,"MESO",2,"3",2,"Yellow Subst.",0,0.497
"1096","Late May 2021",2021-05-17,"MESO",2,"4",2,"Bluegreen",0,0
"1097","Late May 2021",2021-05-17,"MESO",2,"4",2,"Cryptophyta",0,0
"1098","Late May 2021",2021-05-17,"MESO",2,"4",2,"Diatoms",46.225,23.5035
"1099","Late May 2021",2021-05-17,"MESO",2,"4",2,"Green Algae",18.861,10.9575
"1100","Late May 2021",2021-05-17,"MESO",2,"4",2,"Yellow Subst.",0.002,0.4365
"1101","Late May 2021",2021-05-17,"MESO",4,"1",4,"Bluegreen",0,0
"1102","Late May 2021",2021-05-17,"MESO",4,"1",4,"Cryptophyta",0,0
"1103","Late May 2021",2021-05-17,"MESO",4,"1",4,"Diatoms",42.956,27.4405
"1104","Late May 2021",2021-05-17,"MESO",4,"1",4,"Green Algae",18.337,12.46
"1105","Late May 2021",2021-05-17,"MESO",4,"1",4,"Yellow Subst.",0,0.247
"1106","Late May 2021",2021-05-17,"MESO",4,"2",4,"Bluegreen",0,0
"1107","Late May 2021",2021-05-17,"MESO",4,"2",4,"Cryptophyta",0,0
"1108","Late May 2021",2021-05-17,"MESO",4,"2",4,"Diatoms",44.139,27.258
"1109","Late May 2021",2021-05-17,"MESO",4,"2",4,"Green Algae",17.5125,12.2585
"1110","Late May 2021",2021-05-17,"MESO",4,"2",4,"Yellow Subst.",0,0.2285
"1111","Late May 2021",2021-05-17,"MESO",4,"3",4,"Bluegreen",0,0
"1112","Late May 2021",2021-05-17,"MESO",4,"3",4,"Cryptophyta",0,0
"1113","Late May 2021",2021-05-17,"MESO",4,"3",4,"Diatoms",45.4735,27.467
"1114","Late May 2021",2021-05-17,"MESO",4,"3",4,"Green Algae",18.181,12.348
"1115","Late May 2021",2021-05-17,"MESO",4,"3",4,"Yellow Subst.",0,0.2075
"1116","Late May 2021",2021-05-17,"MESO",4,"4",4,"Bluegreen",0,0
"1117","Late May 2021",2021-05-17,"MESO",4,"4",4,"Cryptophyta",0,0
"1118","Late May 2021",2021-05-17,"MESO",4,"4",4,"Diatoms",45.2095,26.409
"1119","Late May 2021",2021-05-17,"MESO",4,"4",4,"Green Algae",18.5435,12.232
"1120","Late May 2021",2021-05-17,"MESO",4,"4",4,"Yellow Subst.",0,0.233
"1121","Late September 2021",2021-10-04,"MESO",0,"1",0,"Bluegreen",8.03,7.61
"1122","Late September 2021",2021-10-04,"MESO",0,"1",0,"Cryptophyta",0.81,2.52
"1123","Late September 2021",2021-10-04,"MESO",0,"1",0,"Diatoms",4.64,2.09
"1124","Late September 2021",2021-10-04,"MESO",0,"1",0,"Green Algae",2.86,1.77
"1125","Late September 2021",2021-10-04,"MESO",0,"1",0,"Yellow Subst.",1.14,1.33
"1126","Late September 2021",2021-10-04,"MESO",0,"2",0,"Bluegreen",8.44,8.43
"1127","Late September 2021",2021-10-04,"MESO",0,"2",0,"Cryptophyta",0.68,2.14
"1128","Late September 2021",2021-10-04,"MESO",0,"2",0,"Diatoms",4.45,2.5
"1129","Late September 2021",2021-10-04,"MESO",0,"2",0,"Green Algae",2.26,2
"1130","Late September 2021",2021-10-04,"MESO",0,"2",0,"Yellow Subst.",1.27,1.44
"1131","Late September 2021",2021-10-04,"MESO",0,"3",0,"Bluegreen",7.44,8.78
"1132","Late September 2021",2021-10-04,"MESO",0,"3",0,"Cryptophyta",1.67,4.4
"1133","Late September 2021",2021-10-04,"MESO",0,"3",0,"Diatoms",3.43,0.68
"1134","Late September 2021",2021-10-04,"MESO",0,"3",0,"Green Algae",2.59,1.93
"1135","Late September 2021",2021-10-04,"MESO",0,"3",0,"Yellow Subst.",1.26,1.5
"1136","Late September 2021",2021-10-04,"MESO",0,"4",0,"Bluegreen",7.94,8.88
"1137","Late September 2021",2021-10-04,"MESO",0,"4",0,"Cryptophyta",1.17,1.77
"1138","Late September 2021",2021-10-04,"MESO",0,"4",0,"Diatoms",3.86,2.59
"1139","Late September 2021",2021-10-04,"MESO",0,"4",0,"Green Algae",2.58,1.9
"1140","Late September 2021",2021-10-04,"MESO",0,"4",0,"Yellow Subst.",1.29,1.33
"1141","Late September 2021",2021-10-04,"MICRO",0.25,"1",NA,"Bluegreen",2.65,2.48
"1142","Late September 2021",2021-10-04,"MICRO",0.25,"1",NA,"Cryptophyta",1.45,0.2
"1143","Late September 2021",2021-10-04,"MICRO",0.25,"1",NA,"Diatoms",0.96,1.27
"1144","Late September 2021",2021-10-04,"MICRO",0.25,"1",NA,"Green Algae",0.9,0.34
"1145","Late September 2021",2021-10-04,"MICRO",0.25,"1",NA,"Yellow Subst.",0.99,0.86
"1146","Late September 2021",2021-10-04,"MICRO",0.25,"2",NA,"Bluegreen",2.42,2.51
"1147","Late September 2021",2021-10-04,"MICRO",0.25,"2",NA,"Cryptophyta",0.44,0.73
"1148","Late September 2021",2021-10-04,"MICRO",0.25,"2",NA,"Diatoms",1.96,0.7
"1149","Late September 2021",2021-10-04,"MICRO",0.25,"2",NA,"Green Algae",0.95,0.44
"1150","Late September 2021",2021-10-04,"MICRO",0.25,"2",NA,"Yellow Subst.",0.86,0.93
"1151","Late September 2021",2021-10-04,"MICRO",0.25,"3",NA,"Bluegreen",2.56,2.32
"1152","Late September 2021",2021-10-04,"MICRO",0.25,"3",NA,"Cryptophyta",1,0.66
"1153","Late September 2021",2021-10-04,"MICRO",0.25,"3",NA,"Diatoms",1.27,0.84
"1154","Late September 2021",2021-10-04,"MICRO",0.25,"3",NA,"Green Algae",0.95,0.34
"1155","Late September 2021",2021-10-04,"MICRO",0.25,"3",NA,"Yellow Subst.",0.9,0.9
"1156","Late September 2021",2021-10-04,"MICRO",0.25,"4",NA,"Bluegreen",2.94,2.46
"1157","Late September 2021",2021-10-04,"MICRO",0.25,"4",NA,"Cryptophyta",0.62,0.81
"1158","Late September 2021",2021-10-04,"MICRO",0.25,"4",NA,"Diatoms",1.74,0.75
"1159","Late September 2021",2021-10-04,"MICRO",0.25,"4",NA,"Green Algae",0.86,0.31
"1160","Late September 2021",2021-10-04,"MICRO",0.25,"4",NA,"Yellow Subst.",0.91,0.92
"1161","Late September 2021",2021-10-04,"MICRO",0.5,"1",NA,"Bluegreen",4.52,4.64
"1162","Late September 2021",2021-10-04,"MICRO",0.5,"1",NA,"Cryptophyta",1.29,1.04
"1163","Late September 2021",2021-10-04,"MICRO",0.5,"1",NA,"Diatoms",3.32,1.88
"1164","Late September 2021",2021-10-04,"MICRO",0.5,"1",NA,"Green Algae",2.41,1.23
"1165","Late September 2021",2021-10-04,"MICRO",0.5,"1",NA,"Yellow Subst.",1,1.04
"1166","Late September 2021",2021-10-04,"MICRO",0.5,"2",NA,"Bluegreen",4.44,4.34
"1167","Late September 2021",2021-10-04,"MICRO",0.5,"2",NA,"Cryptophyta",2.91,1.19
"1168","Late September 2021",2021-10-04,"MICRO",0.5,"2",NA,"Diatoms",1.57,1.7
"1169","Late September 2021",2021-10-04,"MICRO",0.5,"2",NA,"Green Algae",2.28,1.12
"1170","Late September 2021",2021-10-04,"MICRO",0.5,"2",NA,"Yellow Subst.",1.17,1.06
"1171","Late September 2021",2021-10-04,"MICRO",0.5,"3",NA,"Bluegreen",4.88,4.08
"1172","Late September 2021",2021-10-04,"MICRO",0.5,"3",NA,"Cryptophyta",1.23,0.83
"1173","Late September 2021",2021-10-04,"MICRO",0.5,"3",NA,"Diatoms",2.87,2
"1174","Late September 2021",2021-10-04,"MICRO",0.5,"3",NA,"Green Algae",2.2,1.16
"1175","Late September 2021",2021-10-04,"MICRO",0.5,"3",NA,"Yellow Subst.",1,0.97
"1176","Late September 2021",2021-10-04,"MICRO",0.5,"4",NA,"Bluegreen",5.67,4.55
"1177","Late September 2021",2021-10-04,"MICRO",0.5,"4",NA,"Cryptophyta",2.22,1.64
"1178","Late September 2021",2021-10-04,"MICRO",0.5,"4",NA,"Diatoms",2.49,1.35
"1179","Late September 2021",2021-10-04,"MICRO",0.5,"4",NA,"Green Algae",3.03,1.35
"1180","Late September 2021",2021-10-04,"MICRO",0.5,"4",NA,"Yellow Subst.",1.09,1.08
"1181","Late September 2021",2021-10-04,"MICRO",0.75,"1",NA,"Bluegreen",6.46,6.54
"1182","Late September 2021",2021-10-04,"MICRO",0.75,"1",NA,"Cryptophyta",1.69,3.14
"1183","Late September 2021",2021-10-04,"MICRO",0.75,"1",NA,"Diatoms",4.71,1.24
"1184","Late September 2021",2021-10-04,"MICRO",0.75,"1",NA,"Green Algae",3.83,1.86
"1185","Late September 2021",2021-10-04,"MICRO",0.75,"1",NA,"Yellow Subst.",1.15,1.27
"1186","Late September 2021",2021-10-04,"MICRO",0.75,"2",NA,"Bluegreen",7.37,6.29
"1187","Late September 2021",2021-10-04,"MICRO",0.75,"2",NA,"Cryptophyta",1.67,1.58
"1188","Late September 2021",2021-10-04,"MICRO",0.75,"2",NA,"Diatoms",4.58,2.85
"1189","Late September 2021",2021-10-04,"MICRO",0.75,"2",NA,"Green Algae",3.52,1.77
"1190","Late September 2021",2021-10-04,"MICRO",0.75,"2",NA,"Yellow Subst.",1.1,1.17
