,Sample_ID,SampleDate,Genus_type,Measured_number,Length_um,Width1_um,Width2_um,Diameter_col_um,Diameter_cell_um,Size_cat
2485,20210910-36-873,9/10/2021,Ceratium,N5,NA,NA,NA,NA,NA,
2486,20210910-36-873,9/10/2021,Ceratium,N6,NA,NA,NA,NA,NA,
2487,20210910-36-873,9/10/2021,Ceratium,N7,NA,NA,NA,NA,NA,
2488,20210910-36-873,9/10/2021,Ceratium,N8,NA,NA,NA,NA,NA,
2489,20210910-36-873,9/10/2021,Ceratium,N9,NA,NA,NA,NA,NA,
2490,20210910-36-873,9/10/2021,Ceratium,N10,NA,NA,NA,NA,NA,
2491,20210910-36-873,9/10/2021,Ceratium,N11,NA,NA,NA,NA,NA,
2492,20210910-36-873,9/10/2021,Ceratium,N12,NA,NA,NA,NA,NA,
2493,20210910-36-873,9/10/2021,Ceratium,N13,NA,NA,NA,NA,NA,
2494,20210910-36-873,9/10/2021,Ceratium,N14,NA,NA,NA,NA,NA,
2495,20210910-36-873,9/10/2021,Ceratium,N15,NA,NA,NA,NA,NA,
2496,20210910-36-873,9/10/2021,Ceratium,N16,NA,NA,NA,NA,NA,
2497,20210910-36-873,9/10/2021,Ceratium,N17,NA,NA,NA,NA,NA,
2498,20210910-36-873,9/10/2021,Ceratium,N18,NA,NA,NA,NA,NA,
2499,20210910-36-873,9/10/2021,Ceratium,N19,NA,NA,NA,NA,NA,
2500,20210910-36-873,9/10/2021,Ceratium,N20,NA,NA,NA,NA,NA,
2501,20210910-36-873,9/10/2021,Characium,N1,NA,NA,NA,NA,NA,
2502,20210910-36-873,9/10/2021,Characium,N2,NA,NA,NA,NA,NA,
2503,20210910-36-873,9/10/2021,Characium,N3,NA,NA,NA,NA,NA,
2504,20210910-36-873,9/10/2021,Characium,N4,NA,NA,NA,NA,NA,
2505,20210910-36-873,9/10/2021,Characium,N5,NA,NA,NA,NA,NA,
2506,20210910-36-873,9/10/2021,Characium,N6,NA,NA,NA,NA,NA,
2507,20210910-36-873,9/10/2021,Characium,N7,NA,NA,NA,NA,NA,
2508,20210910-36-873,9/10/2021,Characium,N8,NA,NA,NA,NA,NA,
2509,20210910-36-873,9/10/2021,Characium,N9,NA,NA,NA,NA,NA,
2510,20210910-36-873,9/10/2021,Characium,N10,NA,NA,NA,NA,NA,
2511,20210910-36-873,9/10/2021,Characium,N11,NA,NA,NA,NA,NA,
2512,20210910-36-873,9/10/2021,Characium,N12,NA,NA,NA,NA,NA,
2513,20210910-36-873,9/10/2021,Characium,N13,NA,NA,NA,NA,NA,
2514,20210910-36-873,9/10/2021,Characium,N14,NA,NA,NA,NA,NA,
2515,20210910-36-873,9/10/2021,Characium,N15,NA,NA,NA,NA,NA,
2516,20210910-36-873,9/10/2021,Characium,N16,NA,NA,NA,NA,NA,
2517,20210910-36-873,9/10/2021,Characium,N17,NA,NA,NA,NA,NA,
2518,20210910-36-873,9/10/2021,Characium,N18,NA,NA,NA,NA,NA,
2519,20210910-36-873,9/10/2021,Characium,N19,NA,NA,NA,NA,NA,
2520,20210910-36-873,9/10/2021,Characium,N20,NA,NA,NA,NA,NA,
2521,20210910-36-873,9/10/2021,Chilomonas,N1,NA,NA,NA,NA,NA,
2522,20210910-36-873,9/10/2021,Chilomonas,N2,NA,NA,NA,NA,NA,
2523,20210910-36-873,9/10/2021,Chilomonas,N3,NA,NA,NA,NA,NA,
2524,20210910-36-873,9/10/2021,Chilomonas,N4,NA,NA,NA,NA,NA,
2525,20210910-36-873,9/10/2021,Chilomonas,N5,NA,NA,NA,NA,NA,
2526,20210910-36-873,9/10/2021,Chilomonas,N6,NA,NA,NA,NA,NA,
2527,20210910-36-873,9/10/2021,Chilomonas,N7,NA,NA,NA,NA,NA,
2528,20210910-36-873,9/10/2021,Chilomonas,N8,NA,NA,NA,NA,NA,
2529,20210910-36-873,9/10/2021,Chilomonas,N9,NA,NA,NA,NA,NA,
2530,20210910-36-873,9/10/2021,Chilomonas,N10,NA,NA,NA,NA,NA,
2531,20210910-36-873,9/10/2021,Chilomonas,N11,NA,NA,NA,NA,NA,
2532,20210910-36-873,9/10/2021,Chilomonas,N12,NA,NA,NA,NA,NA,
2533,20210910-36-873,9/10/2021,Chilomonas,N13,NA,NA,NA,NA,NA,
2534,20210910-36-873,9/10/2021,Chilomonas,N14,NA,NA,NA,NA,NA,
2535,20210910-36-873,9/10/2021,Chilomonas,N15,NA,NA,NA,NA,NA,
2536,20210910-36-873,9/10/2021,Chilomonas,N16,NA,NA,NA,NA,NA,
2537,20210910-36-873,9/10/2021,Chilomonas,N17,NA,NA,NA,NA,NA,
2538,20210910-36-873,9/10/2021,Chilomonas,N18,NA,NA,NA,NA,NA,
2539,20210910-36-873,9/10/2021,Chilomonas,N19,NA,NA,NA,NA,NA,
2540,20210910-36-873,9/10/2021,Chilomonas,N20,NA,NA,NA,NA,NA,
2541,20210910-36-873,9/10/2021,Closteriopsis,N1,NA,NA,NA,NA,NA,
2542,20210910-36-873,9/10/2021,Closteriopsis,N2,NA,NA,NA,NA,NA,
2543,20210910-36-873,9/10/2021,Closteriopsis,N3,NA,NA,NA,NA,NA,
2544,20210910-36-873,9/10/2021,Closteriopsis,N4,NA,NA,NA,NA,NA,
2545,20210910-36-873,9/10/2021,Closteriopsis,N5,NA,NA,NA,NA,NA,
2546,20210910-36-873,9/10/2021,Closteriopsis,N6,NA,NA,NA,NA,NA,
2547,20210910-36-873,9/10/2021,Closteriopsis,N7,NA,NA,NA,NA,NA,
2548,20210910-36-873,9/10/2021,Closteriopsis,N8,NA,NA,NA,NA,NA,
2549,20210910-36-873,9/10/2021,Closteriopsis,N9,NA,NA,NA,NA,NA,
2550,20210910-36-873,9/10/2021,Closteriopsis,N10,NA,NA,NA,NA,NA,
2551,20210910-36-873,9/10/2021,Closteriopsis,N11,NA,NA,NA,NA,NA,
2552,20210910-36-873,9/10/2021,Closteriopsis,N12,NA,NA,NA,NA,NA,
2553,20210910-36-873,9/10/2021,Closteriopsis,N13,NA,NA,NA,NA,NA,
2554,20210910-36-873,9/10/2021,Closteriopsis,N14,NA,NA,NA,NA,NA,
2555,20210910-36-873,9/10/2021,Closteriopsis,N15,NA,NA,NA,NA,NA,
2556,20210910-36-873,9/10/2021,Closteriopsis,N16,NA,NA,NA,NA,NA,
2557,20210910-36-873,9/10/2021,Closteriopsis,N17,NA,NA,NA,NA,NA,
2558,20210910-36-873,9/10/2021,Closteriopsis,N18,NA,NA,NA,NA,NA,
2559,20210910-36-873,9/10/2021,Closteriopsis,N19,NA,NA,NA,NA,NA,
2560,20210910-36-873,9/10/2021,Closteriopsis,N20,NA,NA,NA,NA,NA,
2561,20210910-36-873,9/10/2021,Closterium,N1,NA,NA,NA,NA,NA,
2562,20210910-36-873,9/10/2021,Closterium,N2,NA,NA,NA,NA,NA,
2563,20210910-36-873,9/10/2021,Closterium,N3,NA,NA,NA,NA,NA,
2564,20210910-36-873,9/10/2021,Closterium,N4,NA,NA,NA,NA,NA,
2565,20210910-36-873,9/10/2021,Closterium,N5,NA,NA,NA,NA,NA,
2566,20210910-36-873,9/10/2021,Closterium,N6,NA,NA,NA,NA,NA,
2567,20210910-36-873,9/10/2021,Closterium,N7,NA,NA,NA,NA,NA,
2568,20210910-36-873,9/10/2021,Closterium,N8,NA,NA,NA,NA,NA,
2569,20210910-36-873,9/10/2021,Closterium,N9,NA,NA,NA,NA,NA,
2570,20210910-36-873,9/10/2021,Closterium,N10,NA,NA,NA,NA,NA,
2571,20210910-36-873,9/10/2021,Closterium,N11,NA,NA,NA,NA,NA,
2572,20210910-36-873,9/10/2021,Closterium,N12,NA,NA,NA,NA,NA,
2573,20210910-36-873,9/10/2021,Closterium,N13,NA,NA,NA,NA,NA,
2574,20210910-36-873,9/10/2021,Closterium,N14,NA,NA,NA,NA,NA,
2575,20210910-36-873,9/10/2021,Closterium,N15,NA,NA,NA,NA,NA,
2576,20210910-36-873,9/10/2021,Closterium,N16,NA,NA,NA,NA,NA,
2577,20210910-36-873,9/10/2021,Closterium,N17,NA,NA,NA,NA,NA,
2578,20210910-36-873,9/10/2021,Closterium,N18,NA,NA,NA,NA,NA,
2579,20210910-36-873,9/10/2021,Closterium,N19,NA,NA,NA,NA,NA,
2580,20210910-36-873,9/10/2021,Closterium,N20,NA,NA,NA,NA,NA,
2581,20210910-36-873,9/10/2021,Cocconeis,N1,NA,NA,NA,NA,NA,
2582,20210910-36-873,9/10/2021,Cocconeis,N2,NA,NA,NA,NA,NA,
2583,20210910-36-873,9/10/2021,Cocconeis,N3,NA,NA,NA,NA,NA,
2584,20210910-36-873,9/10/2021,Cocconeis,N4,NA,NA,NA,NA,NA,
2585,20210910-36-873,9/10/2021,Cocconeis,N5,NA,NA,NA,NA,NA,
2586,20210910-36-873,9/10/2021,Cocconeis,N6,NA,NA,NA,NA,NA,
2587,20210910-36-873,9/10/2021,Cocconeis,N7,NA,NA,NA,NA,NA,
2588,20210910-36-873,9/10/2021,Cocconeis,N8,NA,NA,NA,NA,NA,
2589,20210910-36-873,9/10/2021,Cocconeis,N9,NA,NA,NA,NA,NA,
2590,20210910-36-873,9/10/2021,Cocconeis,N10,NA,NA,NA,NA,NA,
2591,20210910-36-873,9/10/2021,Cocconeis,N11,NA,NA,NA,NA,NA,
2592,20210910-36-873,9/10/2021,Cocconeis,N12,NA,NA,NA,NA,NA,
2593,20210910-36-873,9/10/2021,Cocconeis,N13,NA,NA,NA,NA,NA,
2594,20210910-36-873,9/10/2021,Cocconeis,N14,NA,NA,NA,NA,NA,
2595,20210910-36-873,9/10/2021,Cocconeis,N15,NA,NA,NA,NA,NA,
2596,20210910-36-873,9/10/2021,Cocconeis,N16,NA,NA,NA,NA,NA,
2597,20210910-36-873,9/10/2021,Cocconeis,N17,NA,NA,NA,NA,NA,
2598,20210910-36-873,9/10/2021,Cocconeis,N18,NA,NA,NA,NA,NA,
2599,20210910-36-873,9/10/2021,Cocconeis,N19,NA,NA,NA,NA,NA,
2600,20210910-36-873,9/10/2021,Cocconeis,N20,NA,NA,NA,NA,NA,
2601,20210910-36-873,9/10/2021,Coscinodiscus,N1,NA,NA,NA,NA,NA,
2602,20210910-36-873,9/10/2021,Coscinodiscus,N2,NA,NA,NA,NA,NA,
2603,20210910-36-873,9/10/2021,Coscinodiscus,N3,NA,NA,NA,NA,NA,
2604,20210910-36-873,9/10/2021,Coscinodiscus,N4,NA,NA,NA,NA,NA,
2605,20210910-36-873,9/10/2021,Coscinodiscus,N5,NA,NA,NA,NA,NA,
2606,20210910-36-873,9/10/2021,Coscinodiscus,N6,NA,NA,NA,NA,NA,
2607,20210910-36-873,9/10/2021,Coscinodiscus,N7,NA,NA,NA,NA,NA,
2608,20210910-36-873,9/10/2021,Coscinodiscus,N8,NA,NA,NA,NA,NA,
2609,20210910-36-873,9/10/2021,Coscinodiscus,N9,NA,NA,NA,NA,NA,
2610,20210910-36-873,9/10/2021,Coscinodiscus,N10,NA,NA,NA,NA,NA,
2611,20210910-36-873,9/10/2021,Coscinodiscus,N11,NA,NA,NA,NA,NA,
2612,20210910-36-873,9/10/2021,Coscinodiscus,N12,NA,NA,NA,NA,NA,
2613,20210910-36-873,9/10/2021,Coscinodiscus,N13,NA,NA,NA,NA,NA,
2614,20210910-36-873,9/10/2021,Coscinodiscus,N14,NA,NA,NA,NA,NA,
2615,20210910-36-873,9/10/2021,Coscinodiscus,N15,NA,NA,NA,NA,NA,
2616,20210910-36-873,9/10/2021,Coscinodiscus,N16,NA,NA,NA,NA,NA,
2617,20210910-36-873,9/10/2021,Coscinodiscus,N17,NA,NA,NA,NA,NA,
2618,20210910-36-873,9/10/2021,Coscinodiscus,N18,NA,NA,NA,NA,NA,
2619,20210910-36-873,9/10/2021,Coscinodiscus,N19,NA,NA,NA,NA,NA,
2620,20210910-36-873,9/10/2021,Coscinodiscus,N20,NA,NA,NA,NA,NA,
2621,20210910-36-873,9/10/2021,Cylindrospermopsis,N1,NA,NA,NA,NA,NA,
2622,20210910-36-873,9/10/2021,Cylindrospermopsis,N2,NA,NA,NA,NA,NA,
2623,20210910-36-873,9/10/2021,Cylindrospermopsis,N3,NA,NA,NA,NA,NA,
2624,20210910-36-873,9/10/2021,Cylindrospermopsis,N4,NA,NA,NA,NA,NA,
2625,20210910-36-873,9/10/2021,Cylindrospermopsis,N5,NA,NA,NA,NA,NA,
2626,20210910-36-873,9/10/2021,Cylindrospermopsis,N6,NA,NA,NA,NA,NA,
2627,20210910-36-873,9/10/2021,Cylindrospermopsis,N7,NA,NA,NA,NA,NA,
2628,20210910-36-873,9/10/2021,Cylindrospermopsis,N8,NA,NA,NA,NA,NA,
2629,20210910-36-873,9/10/2021,Cylindrospermopsis,N9,NA,NA,NA,NA,NA,
2630,20210910-36-873,9/10/2021,Cylindrospermopsis,N10,NA,NA,NA,NA,NA,
2631,20210910-36-873,9/10/2021,Cylindrospermopsis,N11,NA,NA,NA,NA,NA,
2632,20210910-36-873,9/10/2021,Cylindrospermopsis,N12,NA,NA,NA,NA,NA,
2633,20210910-36-873,9/10/2021,Cylindrospermopsis,N13,NA,NA,NA,NA,NA,
2634,20210910-36-873,9/10/2021,Cylindrospermopsis,N14,NA,NA,NA,NA,NA,
2635,20210910-36-873,9/10/2021,Cylindrospermopsis,N15,NA,NA,NA,NA,NA,
2636,20210910-36-873,9/10/2021,Cylindrospermopsis,N16,NA,NA,NA,NA,NA,
2637,20210910-36-873,9/10/2021,Cylindrospermopsis,N17,NA,NA,NA,NA,NA,
2638,20210910-36-873,9/10/2021,Cylindrospermopsis,N18,NA,NA,NA,NA,NA,
2639,20210910-36-873,9/10/2021,Cylindrospermopsis,N19,NA,NA,NA,NA,NA,
2640,20210910-36-873,9/10/2021,Cylindrospermopsis,N20,NA,NA,NA,NA,NA,
2641,20210910-36-873,9/10/2021,Cymbella,N1,NA,NA,NA,NA,NA,
2642,20210910-36-873,9/10/2021,Cymbella,N2,NA,NA,NA,NA,NA,
2643,20210910-36-873,9/10/2021,Cymbella,N3,NA,NA,NA,NA,NA,
2644,20210910-36-873,9/10/2021,Cymbella,N4,NA,NA,NA,NA,NA,
2645,20210910-36-873,9/10/2021,Cymbella,N5,NA,NA,NA,NA,NA,
2646,20210910-36-873,9/10/2021,Cymbella,N6,NA,NA,NA,NA,NA,
2647,20210910-36-873,9/10/2021,Cymbella,N7,NA,NA,NA,NA,NA,
2648,20210910-36-873,9/10/2021,Cymbella,N8,NA,NA,NA,NA,NA,
2649,20210910-36-873,9/10/2021,Cymbella,N9,NA,NA,NA,NA,NA,
2650,20210910-36-873,9/10/2021,Cymbella,N10,NA,NA,NA,NA,NA,
2651,20210910-36-873,9/10/2021,Cymbella,N11,NA,NA,NA,NA,NA,
2652,20210910-36-873,9/10/2021,Cymbella,N12,NA,NA,NA,NA,NA,
2653,20210910-36-873,9/10/2021,Cymbella,N13,NA,NA,NA,NA,NA,
2654,20210910-36-873,9/10/2021,Cymbella,N14,NA,NA,NA,NA,NA,
2655,20210910-36-873,9/10/2021,Cymbella,N15,NA,NA,NA,NA,NA,
2656,20210910-36-873,9/10/2021,Cymbella,N16,NA,NA,NA,NA,NA,
2657,20210910-36-873,9/10/2021,Cymbella,N17,NA,NA,NA,NA,NA,
2658,20210910-36-873,9/10/2021,Cymbella,N18,NA,NA,NA,NA,NA,
2659,20210910-36-873,9/10/2021,Cymbella,N19,NA,NA,NA,NA,NA,
2660,20210910-36-873,9/10/2021,Cymbella,N20,NA,NA,NA,NA,NA,
2661,20210910-36-873,9/10/2021,Dictyosphaerium,N1,NA,NA,NA,NA,NA,
2662,20210910-36-873,9/10/2021,Dictyosphaerium,N2,NA,NA,NA,NA,NA,
2663,20210910-36-873,9/10/2021,Dictyosphaerium,N3,NA,NA,NA,NA,NA,
2664,20210910-36-873,9/10/2021,Dictyosphaerium,N4,NA,NA,NA,NA,NA,
2665,20210910-36-873,9/10/2021,Dictyosphaerium,N5,NA,NA,NA,NA,NA,
2666,20210910-36-873,9/10/2021,Dictyosphaerium,N6,NA,NA,NA,NA,NA,
2667,20210910-36-873,9/10/2021,Dictyosphaerium,N7,NA,NA,NA,NA,NA,
2668,20210910-36-873,9/10/2021,Dictyosphaerium,N8,NA,NA,NA,NA,NA,
2669,20210910-36-873,9/10/2021,Dictyosphaerium,N9,NA,NA,NA,NA,NA,
2670,20210910-36-873,9/10/2021,Dictyosphaerium,N10,NA,NA,NA,NA,NA,
2671,20210910-36-873,9/10/2021,Dictyosphaerium,N11,NA,NA,NA,NA,NA,
2672,20210910-36-873,9/10/2021,Dictyosphaerium,N12,NA,NA,NA,NA,NA,
2673,20210910-36-873,9/10/2021,Dictyosphaerium,N13,NA,NA,NA,NA,NA,
2674,20210910-36-873,9/10/2021,Dictyosphaerium,N14,NA,NA,NA,NA,NA,
2675,20210910-36-873,9/10/2021,Dictyosphaerium,N15,NA,NA,NA,NA,NA,
2676,20210910-36-873,9/10/2021,Dictyosphaerium,N16,NA,NA,NA,NA,NA,
2677,20210910-36-873,9/10/2021,Dictyosphaerium,N17,NA,NA,NA,NA,NA,
2678,20210910-36-873,9/10/2021,Dictyosphaerium,N18,NA,NA,NA,NA,NA,
2679,20210910-36-873,9/10/2021,Dictyosphaerium,N19,NA,NA,NA,NA,NA,
2680,20210910-36-873,9/10/2021,Dictyosphaerium,N20,NA,NA,NA,NA,NA,
2681,20210910-36-873,9/10/2021,Dimorphococcus,N1,NA,NA,NA,NA,NA,
2682,20210910-36-873,9/10/2021,Dimorphococcus,N2,NA,NA,NA,NA,NA,
2683,20210910-36-873,9/10/2021,Dimorphococcus,N3,NA,NA,NA,NA,NA,
2684,20210910-36-873,9/10/2021,Dimorphococcus,N4,NA,NA,NA,NA,NA,
2685,20210910-36-873,9/10/2021,Dimorphococcus,N5,NA,NA,NA,NA,NA,
2686,20210910-36-873,9/10/2021,Dimorphococcus,N6,NA,NA,NA,NA,NA,
2687,20210910-36-873,9/10/2021,Dimorphococcus,N7,NA,NA,NA,NA,NA,
2688,20210910-36-873,9/10/2021,Dimorphococcus,N8,NA,NA,NA,NA,NA,
2689,20210910-36-873,9/10/2021,Dimorphococcus,N9,NA,NA,NA,NA,NA,
2690,20210910-36-873,9/10/2021,Dimorphococcus,N10,NA,NA,NA,NA,NA,
2691,20210910-36-873,9/10/2021,Dimorphococcus,N11,NA,NA,NA,NA,NA,
2692,20210910-36-873,9/10/2021,Dimorphococcus,N12,NA,NA,NA,NA,NA,
2693,20210910-36-873,9/10/2021,Dimorphococcus,N13,NA,NA,NA,NA,NA,
2694,20210910-36-873,9/10/2021,Dimorphococcus,N14,NA,NA,NA,NA,NA,
2695,20210910-36-873,9/10/2021,Dimorphococcus,N15,NA,NA,NA,NA,NA,
2696,20210910-36-873,9/10/2021,Dimorphococcus,N16,NA,NA,NA,NA,NA,
2697,20210910-36-873,9/10/2021,Dimorphococcus,N17,NA,NA,NA,NA,NA,
2698,20210910-36-873,9/10/2021,Dimorphococcus,N18,NA,NA,NA,NA,NA,
2699,20210910-36-873,9/10/2021,Dimorphococcus,N19,NA,NA,NA,NA,NA,
2700,20210910-36-873,9/10/2021,Dimorphococcus,N20,NA,NA,NA,NA,NA,
2701,20210910-36-873,9/10/2021,Eutetramorus,N1,NA,NA,NA,NA,NA,
2702,20210910-36-873,9/10/2021,Eutetramorus,N2,NA,NA,NA,NA,NA,
2703,20210910-36-873,9/10/2021,Eutetramorus,N3,NA,NA,NA,NA,NA,
2704,20210910-36-873,9/10/2021,Eutetramorus,N4,NA,NA,NA,NA,NA,
2705,20210910-36-873,9/10/2021,Eutetramorus,N5,NA,NA,NA,NA,NA,
2706,20210910-36-873,9/10/2021,Eutetramorus,N6,NA,NA,NA,NA,NA,
2707,20210910-36-873,9/10/2021,Eutetramorus,N7,NA,NA,NA,NA,NA,
2708,20210910-36-873,9/10/2021,Eutetramorus,N8,NA,NA,NA,NA,NA,
2709,20210910-36-873,9/10/2021,Eutetramorus,N9,NA,NA,NA,NA,NA,
2710,20210910-36-873,9/10/2021,Eutetramorus,N10,NA,NA,NA,NA,NA,
2711,20210910-36-873,9/10/2021,Eutetramorus,N11,NA,NA,NA,NA,NA,
2712,20210910-36-873,9/10/2021,Eutetramorus,N12,NA,NA,NA,NA,NA,
2713,20210910-36-873,9/10/2021,Eutetramorus,N13,NA,NA,NA,NA,NA,
2714,20210910-36-873,9/10/2021,Eutetramorus,N14,NA,NA,NA,NA,NA,
2715,20210910-36-873,9/10/2021,Eutetramorus,N15,NA,NA,NA,NA,NA,
2716,20210910-36-873,9/10/2021,Eutetramorus,N16,NA,NA,NA,NA,NA,
2717,20210910-36-873,9/10/2021,Eutetramorus,N17,NA,NA,NA,NA,NA,
2718,20210910-36-873,9/10/2021,Eutetramorus,N18,NA,NA,NA,NA,NA,
2719,20210910-36-873,9/10/2021,Eutetramorus,N19,NA,NA,NA,NA,NA,
2720,20210910-36-873,9/10/2021,Eutetramorus,N20,NA,NA,NA,NA,NA,
2721,20210910-36-873,9/10/2021,Franceia,N1,NA,NA,NA,NA,NA,
2722,20210910-36-873,9/10/2021,Franceia,N2,NA,NA,NA,NA,NA,
2723,20210910-36-873,9/10/2021,Franceia,N3,NA,NA,NA,NA,NA,
2724,20210910-36-873,9/10/2021,Franceia,N4,NA,NA,NA,NA,NA,
2725,20210910-36-873,9/10/2021,Franceia,N5,NA,NA,NA,NA,NA,
2726,20210910-36-873,9/10/2021,Franceia,N6,NA,NA,NA,NA,NA,
2727,20210910-36-873,9/10/2021,Franceia,N7,NA,NA,NA,NA,NA,
2728,20210910-36-873,9/10/2021,Franceia,N8,NA,NA,NA,NA,NA,
2729,20210910-36-873,9/10/2021,Franceia,N9,NA,NA,NA,NA,NA,
2730,20210910-36-873,9/10/2021,Franceia,N10,NA,NA,NA,NA,NA,
2731,20210910-36-873,9/10/2021,Franceia,N11,NA,NA,NA,NA,NA,
2732,20210910-36-873,9/10/2021,Franceia,N12,NA,NA,NA,NA,NA,
2733,20210910-36-873,9/10/2021,Franceia,N13,NA,NA,NA,NA,NA,
2734,20210910-36-873,9/10/2021,Franceia,N14,NA,NA,NA,NA,NA,
2735,20210910-36-873,9/10/2021,Franceia,N15,NA,NA,NA,NA,NA,
2736,20210910-36-873,9/10/2021,Franceia,N16,NA,NA,NA,NA,NA,
2737,20210910-36-873,9/10/2021,Franceia,N17,NA,NA,NA,NA,NA,
2738,20210910-36-873,9/10/2021,Franceia,N18,NA,NA,NA,NA,NA,
2739,20210910-36-873,9/10/2021,Franceia,N19,NA,NA,NA,NA,NA,
2740,20210910-36-873,9/10/2021,Franceia,N20,NA,NA,NA,NA,NA,
2741,20210910-36-873,9/10/2021,Golenkinia,N1,NA,NA,NA,NA,NA,
2742,20210910-36-873,9/10/2021,Golenkinia,N2,NA,NA,NA,NA,NA,
2743,20210910-36-873,9/10/2021,Golenkinia,N3,NA,NA,NA,NA,NA,
2744,20210910-36-873,9/10/2021,Golenkinia,N4,NA,NA,NA,NA,NA,
2745,20210910-36-873,9/10/2021,Golenkinia,N5,NA,NA,NA,NA,NA,
2746,20210910-36-873,9/10/2021,Golenkinia,N6,NA,NA,NA,NA,NA,
2747,20210910-36-873,9/10/2021,Golenkinia,N7,NA,NA,NA,NA,NA,
2748,20210910-36-873,9/10/2021,Golenkinia,N8,NA,NA,NA,NA,NA,
2749,20210910-36-873,9/10/2021,Golenkinia,N9,NA,NA,NA,NA,NA,
2750,20210910-36-873,9/10/2021,Golenkinia,N10,NA,NA,NA,NA,NA,
2751,20210910-36-873,9/10/2021,Golenkinia,N11,NA,NA,NA,NA,NA,
2752,20210910-36-873,9/10/2021,Golenkinia,N12,NA,NA,NA,NA,NA,
2753,20210910-36-873,9/10/2021,Golenkinia,N13,NA,NA,NA,NA,NA,
2754,20210910-36-873,9/10/2021,Golenkinia,N14,NA,NA,NA,NA,NA,
2755,20210910-36-873,9/10/2021,Golenkinia,N15,NA,NA,NA,NA,NA,
2756,20210910-36-873,9/10/2021,Golenkinia,N16,NA,NA,NA,NA,NA,
2757,20210910-36-873,9/10/2021,Golenkinia,N17,NA,NA,NA,NA,NA,
2758,20210910-36-873,9/10/2021,Golenkinia,N18,NA,NA,NA,NA,NA,
2759,20210910-36-873,9/10/2021,Golenkinia,N19,NA,NA,NA,NA,NA,
2760,20210910-36-873,9/10/2021,Golenkinia,N20,NA,NA,NA,NA,NA,
2761,20210910-36-873,9/10/2021,Gomphonema,N1,NA,NA,NA,NA,NA,
2762,20210910-36-873,9/10/2021,Gomphonema,N2,NA,NA,NA,NA,NA,
2763,20210910-36-873,9/10/2021,Gomphonema,N3,NA,NA,NA,NA,NA,
2764,20210910-36-873,9/10/2021,Gomphonema,N4,NA,NA,NA,NA,NA,
2765,20210910-36-873,9/10/2021,Gomphonema,N5,NA,NA,NA,NA,NA,
2766,20210910-36-873,9/10/2021,Gomphonema,N6,NA,NA,NA,NA,NA,
2767,20210910-36-873,9/10/2021,Gomphonema,N7,NA,NA,NA,NA,NA,
2768,20210910-36-873,9/10/2021,Gomphonema,N8,NA,NA,NA,NA,NA,
2769,20210910-36-873,9/10/2021,Gomphonema,N9,NA,NA,NA,NA,NA,
2770,20210910-36-873,9/10/2021,Gomphonema,N10,NA,NA,NA,NA,NA,
2771,20210910-36-873,9/10/2021,Gomphonema,N11,NA,NA,NA,NA,NA,
2772,20210910-36-873,9/10/2021,Gomphonema,N12,NA,NA,NA,NA,NA,
2773,20210910-36-873,9/10/2021,Gomphonema,N13,NA,NA,NA,NA,NA,
2774,20210910-36-873,9/10/2021,Gomphonema,N14,NA,NA,NA,NA,NA,
2775,20210910-36-873,9/10/2021,Gomphonema,N15,NA,NA,NA,NA,NA,
2776,20210910-36-873,9/10/2021,Gomphonema,N16,NA,NA,NA,NA,NA,
2777,20210910-36-873,9/10/2021,Gomphonema,N17,NA,NA,NA,NA,NA,
2778,20210910-36-873,9/10/2021,Gomphonema,N18,NA,NA,NA,NA,NA,
2779,20210910-36-873,9/10/2021,Gomphonema,N19,NA,NA,NA,NA,NA,
2780,20210910-36-873,9/10/2021,Gomphonema,N20,NA,NA,NA,NA,NA,
2781,20210910-36-873,9/10/2021,Gonium,N1,NA,NA,NA,NA,NA,
2782,20210910-36-873,9/10/2021,Gonium,N2,NA,NA,NA,NA,NA,
2783,20210910-36-873,9/10/2021,Gonium,N3,NA,NA,NA,NA,NA,
2784,20210910-36-873,9/10/2021,Gonium,N4,NA,NA,NA,NA,NA,
2785,20210910-36-873,9/10/2021,Gonium,N5,NA,NA,NA,NA,NA,
2786,20210910-36-873,9/10/2021,Gonium,N6,NA,NA,NA,NA,NA,
2787,20210910-36-873,9/10/2021,Gonium,N7,NA,NA,NA,NA,NA,
2788,20210910-36-873,9/10/2021,Gonium,N8,NA,NA,NA,NA,NA,
2789,20210910-36-873,9/10/2021,Gonium,N9,NA,NA,NA,NA,NA,
2790,20210910-36-873,9/10/2021,Gonium,N10,NA,NA,NA,NA,NA,
2791,20210910-36-873,9/10/2021,Gonium,N11,NA,NA,NA,NA,NA,
2792,20210910-36-873,9/10/2021,Gonium,N12,NA,NA,NA,NA,NA,
2793,20210910-36-873,9/10/2021,Gonium,N13,NA,NA,NA,NA,NA,
2794,20210910-36-873,9/10/2021,Gonium,N14,NA,NA,NA,NA,NA,
2795,20210910-36-873,9/10/2021,Gonium,N15,NA,NA,NA,NA,NA,
2796,20210910-36-873,9/10/2021,Gonium,N16,NA,NA,NA,NA,NA,
2797,20210910-36-873,9/10/2021,Gonium,N17,NA,NA,NA,NA,NA,
2798,20210910-36-873,9/10/2021,Gonium,N18,NA,NA,NA,NA,NA,
2799,20210910-36-873,9/10/2021,Gonium,N19,NA,NA,NA,NA,NA,
